s13	29.5943967835	T17
s11	57.2236109589	T15
s17	22.913792384	T13
s16	8.81685395165	T11
s15	48.0646231191	T10
s14	141.849278874	T8
s19	0.5646626892	T14
s18	33.8533692209	T5
s618	0.231275742436	T31
s1441	1892.36465332	T31
s2096	1.00692417374	T31
s567	0.666773893528	T31
s1954	68.3735123353	T1
s430	0.115637871218	T31
s3338	0.108874537773	T31
s600	0.0	T31
s365	0.231275742436	T31
s476	0.333386946764	T31
s575	0.0	T31
s369	0.108874537773	T31
s3327	0.891286302519	T31
s541	0.0	T31
s542	0.326623613319	T31
s1748	417.704600072	T31
s1621	600.548930338	T31
s371	0.224512408991	T31
s377	0.782411764746	T31
s374	0.231275742436	T31
s1849	0.108874537773	T31
s672	0.544372688866	T31
s671	0.108874537773	T31
s315	0.0	T31
s2114	0.449024817982	T31
s1638	533.709882185	T31
s666	0.224512408991	T31
s416	0.5646626892	T31
s663	0.224512408991	T31
s3340	0.231275742436	T31
s2057	16.2940579855	T31
s2117	0.5646626892	T31
s717	9.58573904951	T31
s1440	470.872799799	T31
s397	99.1729535703	T1
s1640	987.243103433	T31
s392	0.449024817982	T31
s6	43.2355470644	T3
s444	3.01400918777	T31
s1490	0.115637871218	T31
s647	0.0	T31
s646	0.108874537773	T31
s645	0.333386946764	T31
s653	109.187427437	T1
s643	1.12256204495	T31
s649	0.333386946764	T31
s1712	179.721446541	T31
s531	150.444265227	T1
s1963	0.5646626892	T31
s3406	1974.68814305	T31
s31	0.449024817982	T31
s30	0.224512408991	T31
s2075	0.115637871218	T31
s637	0.571426022644	T31
s634	0.115637871218	T31
s424	0.231275742436	T31
s582	5.361244482	T1
s639	4.12980789928	T1
s1117	0.115637871218	T31
s3562	335.583046526	T31
s503	0.108874537773	T31
s507	0.224512408991	T31
s1706	126.287493201	T31
s25	0.449024817982	T31
s22	0.809465098525	T31
s23	0.340150280209	T31
s21	12.3346558276	T4
s620	0.108874537773	T31
s622	1.34707445395	T31
s3	100.910827652	T7
s2	739083.626268	T1
s629	0.0	T31
s9	40.9782187129	T2
s8	54.2089405685	T12
s514	11.6881719344	T31
